Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
5/28/2017,Nuriootpa,7.7,13.4,4.2,3.4,4.4,W,56,WNW,SW,22,26,90,91,1014.9,1015.5,6,NA,9.7,9.7,Yes,Yes
5/28/2017,Woomera,7.7,17.9,0,4.8,0,WSW,48,WSW,SW,22,24,87,43,1020.4,1019.4,0,7,11.8,17,No,No
5/28/2017,Albany,12.3,15.2,0.6,NA,NA,NA,NA,WNW,NA,15,NA,89,NA,1028,1025.5,8,NA,12.5,NA,No,No
5/28/2017,Witchcliffe,9.7,16.2,0.4,NA,NA,N,17,NA,SSW,0,9,100,72,1028.7,1025.7,NA,NA,11.8,14.8,No,No
5/28/2017,PearceRAAF,3.8,19.6,0,NA,9.2,ENE,31,E,SE,17,19,79,48,1027.4,1024,NA,2,12.6,18.6,No,No
5/28/2017,PerthAirport,4.7,19.5,0,2.2,9.2,ENE,30,ENE,ENE,19,9,76,45,1027.6,1024.2,0,2,12,19,No,No
5/28/2017,Perth,4.9,19.4,0,2.2,9.2,ENE,50,E,E,7,7,75,48,1027.7,1024.2,0,2,12.5,18.8,No,No
5/28/2017,SalmonGums,2.6,14.9,0,NA,NA,SSW,19,NW,SSW,7,6,95,57,NA,NA,NA,NA,10.7,14.3,No,No
5/28/2017,Walpole,9.1,15.6,1.2,NA,NA,WNW,15,NA,WNW,0,2,100,75,1027.8,1025.1,NA,NA,11.2,14.7,Yes,No
5/28/2017,Hobart,6.3,12.4,2.6,1.8,0.2,SSW,35,WNW,SSE,11,2,81,69,1000.5,1000.4,7,7,10.5,12.3,Yes,No
5/28/2017,Launceston,9.6,14.3,23.6,NA,NA,N,43,NW,NW,4,9,96,77,NA,NA,8,8,10.3,12.6,Yes,No
5/28/2017,AliceSprings,6.3,25.5,NA,NA,NA,NA,NA,NA,SE,0,17,NA,NA,1021.8,1018.4,NA,NA,15.4,24.6,NA,No
5/28/2017,Darwin,22.4,32.2,0,8,6.3,E,39,ESE,ENE,20,15,56,31,1013.1,1009.9,5,7,26.5,31.6,No,No
5/28/2017,Katherine,17.6,NA,0,7.2,NA,E,44,ESE,ESE,11,20,65,NA,1014.7,1011.1,6,NA,22.6,NA,No,No
5/28/2017,Uluru,8,24.6,0,NA,NA,E,33,SE,ESE,11,13,46,25,1021.7,1018.8,4,NA,13.8,23.5,No,No
5/29/2017,Albury,2.8,12.4,7.4,NA,NA,WNW,31,WNW,NW,7,15,91,63,1021.5,1021.6,4,1,6.2,12.2,Yes,No
5/29/2017,BadgerysCreek,6.9,17.3,0.2,NA,NA,WSW,37,WSW,SW,15,19,49,35,1018.1,1018.6,NA,NA,13,16.2,No,No
5/29/2017,Cobar,5.1,14.8,0,NA,NA,SW,26,SW,SW,11,15,86,39,1023.3,1022.2,6,NA,8.5,14.4,No,No
5/29/2017,CoffsHarbour,12.9,21.3,1.2,NA,NA,NW,30,WSW,S,9,13,58,45,1018.4,1017.8,NA,6,18.9,20.9,Yes,No
5/29/2017,Moree,7.8,17.7,0.2,NA,NA,SSW,33,SW,SW,15,22,68,43,1021.6,1020.4,NA,NA,13.2,17.3,No,No
5/29/2017,Newcastle,9.8,19,0,NA,NA,NA,NA,NW,NA,28,NA,69,NA,NA,NA,0,NA,12.5,NA,No,No
5/29/2017,NorahHead,11.1,17.4,0,NA,NA,WSW,28,WNW,WSW,9,11,56,35,1017.8,1018.6,NA,NA,14.4,16.4,No,No
5/29/2017,NorfolkIsland,13.5,20.8,0,NA,NA,SE,17,ESE,NE,9,11,59,54,1023.4,1021.1,NA,NA,18.9,18.8,No,No
5/29/2017,Penrith,7.9,18.6,0.2,NA,NA,SW,30,SE,SW,4,9,44,32,NA,NA,NA,NA,14.2,18.3,No,No
5/29/2017,Richmond,10.2,18.5,0.6,6.4,NA,W,41,WSW,S,17,11,42,29,1018.3,1018.5,NA,NA,14.3,17.9,No,No
5/29/2017,Sydney,11.4,18.3,0,5.2,9.4,W,56,SW,WSW,15,19,44,30,1017.8,1018.6,1,1,13.5,17.5,No,No
5/29/2017,SydneyAirport,10.8,18.2,0,5.2,9.4,W,48,W,WSW,26,17,48,38,1018,1018.6,1,1,13.5,16.5,No,No
5/29/2017,WaggaWagga,5,12.1,0.4,5.8,NA,W,33,WNW,SW,11,13,88,58,1021.7,1022.1,8,5,5.8,11.2,No,No
5/29/2017,Williamtown,9.4,18.8,0,NA,NA,W,46,WNW,WSW,33,20,58,28,1018,1018.5,NA,NA,13.7,18.1,No,No
5/29/2017,Wollongong,11.6,16.9,0.2,NA,NA,WNW,65,WSW,WSW,20,17,46,33,1017.2,1018.4,NA,NA,12.3,16.4,No,NA
5/29/2017,Canberra,3.3,11.7,0,NA,NA,WNW,39,NW,WNW,22,24,64,50,1018,1019,NA,NA,7,10.4,No,No
5/29/2017,Tuggeranong,3.5,12.4,3.4,NA,NA,NW,35,S,WNW,2,15,55,47,1017.8,1018.5,NA,NA,7.7,11.8,Yes,No
5/29/2017,MountGinini,-4.4,-1,9,NA,NA,W,46,SW,WSW,17,19,98,99,NA,NA,NA,NA,-3.6,-2.5,Yes,Yes
5/29/2017,Ballarat,0.4,11.2,1.4,NA,NA,N,35,NNW,WNW,11,20,99,68,1019.7,1019.6,NA,7,5.6,10.2,Yes,Yes
5/29/2017,Bendigo,-0.4,12.8,3,NA,NA,W,28,WSW,WNW,2,17,98,63,1020.5,1020.3,NA,NA,4.6,11.2,Yes,Yes
5/29/2017,Sale,5.1,14.2,3.2,NA,NA,NA,NA,WNW,W,20,26,81,60,1017.9,1018.2,3,NA,9,13.5,Yes,No
5/29/2017,MelbourneAirport,4,14,1,1.6,6.8,N,44,N,NW,13,20,73,48,1019.5,1019.4,2,7,8.8,13.9,No,No
5/29/2017,Melbourne,7.7,14.8,1.4,1.6,6.8,N,33,NW,WNW,11,9,71,48,1019.5,1019.2,2,7,9.3,14.7,Yes,Yes
5/29/2017,Mildura,3.3,15.9,2,1.1,5.8,NW,20,WNW,W,9,11,99,53,1023.5,1022.4,0,3,7.6,15.2,Yes,No
5/29/2017,Nhil,3.2,13.9,3,NA,NA,NW,31,NW,NW,11,22,92,65,1021.3,1020,NA,NA,5,13.6,Yes,Yes
5/29/2017,Portland,6.2,14.7,2.2,NA,NA,WNW,39,NNW,NW,13,19,89,70,1018.8,1017.6,8,7,8.2,14,Yes,Yes
5/29/2017,Watsonia,3.6,15.1,0.6,1.6,6.8,N,37,NE,NW,6,13,96,54,1019.6,1019.3,2,7,7.3,13.3,No,Yes
5/29/2017,Dartmoor,4,14.2,4.6,NA,NA,NNW,30,N,NNW,6,17,98,73,1019.6,1018.1,NA,NA,7,13.5,Yes,Yes
5/29/2017,Brisbane,13.5,26.4,0,3,10,W,20,SSE,W,4,7,72,35,1019.1,1017.3,1,1,19.3,25.6,No,No
5/29/2017,Cairns,19.1,28.4,0,NA,NA,SE,48,SSE,SE,19,33,68,47,1017.9,1015.1,NA,NA,24,27.5,No,No
5/29/2017,GoldCoast,14.9,25.2,0,NA,NA,W,31,NW,NW,11,19,99,37,1018.7,1017.1,NA,NA,19.2,24.7,No,No
5/29/2017,Townsville,16,26,0,4,NA,ENE,30,NA,NE,0,17,79,69,1019.2,1016.2,NA,4,22.9,25,No,No
5/29/2017,Adelaide,7.9,15.2,3.8,NA,NA,W,28,N,WNW,9,13,95,93,1023.1,1021.6,NA,NA,10.8,14.1,Yes,Yes
5/29/2017,MountGambier,4.4,14.6,6.2,NA,NA,NNW,35,NNW,NNW,15,17,89,91,1020,1018.2,8,8,7.7,12.2,Yes,Yes
5/29/2017,Nuriootpa,2.7,15,2.4,1,4.7,WNW,48,NW,W,13,24,93,91,1022.8,1021.4,8,NA,9.8,12.9,Yes,Yes
5/29/2017,Woomera,7.5,18.9,0,1.6,NA,SW,24,WSW,SSW,9,13,77,48,1025.2,1023.2,1,7,12.5,17.9,No,No
5/29/2017,Albany,12.2,18,0,NA,NA,NA,NA,NA,NA,0,NA,74,NA,1026.9,1025.3,7,NA,13.3,NA,No,No
5/29/2017,Witchcliffe,9,16.7,0,NA,NA,NE,22,NA,E,0,11,98,57,1026.9,1024.5,NA,NA,13.2,15.7,No,No
5/29/2017,PearceRAAF,7.6,22.1,0,NA,8.6,E,33,ENE,ENE,11,13,69,38,1025.9,1022.4,1,NA,12.3,21.5,No,No
5/29/2017,PerthAirport,7.6,21.4,0,2.4,8.6,E,43,ENE,E,17,13,64,37,1026.3,1022.6,1,0,11.8,21.2,No,No
5/29/2017,Perth,5.8,21.6,0,2.4,8.6,ENE,20,E,SSE,9,9,69,42,1026.2,1022.5,1,0,12.5,20.7,No,No
5/29/2017,SalmonGums,6.9,16.7,0,NA,NA,NNW,19,W,W,6,2,65,46,NA,NA,NA,NA,12.6,16.2,No,No
5/29/2017,Walpole,10.1,18.2,0,NA,NA,NW,22,NNW,NA,2,0,85,62,1026.1,1024.4,NA,NA,13.2,16.9,No,No
5/29/2017,Hobart,5.2,12.6,0,0.6,5.7,NW,41,NW,NW,19,20,65,50,1010.9,1011.6,3,7,9.4,11.7,No,Yes
5/29/2017,Launceston,1.4,13.8,0.2,NA,NA,WNW,24,NA,WNW,0,11,98,52,NA,NA,NA,NA,2,13.2,No,Yes
5/29/2017,AliceSprings,5.5,22.3,0,NA,NA,ENE,31,ESE,SE,13,11,53,31,1024.4,1021.6,NA,NA,14.1,21.5,No,No
5/29/2017,Darwin,24.1,32.6,0,6.8,10.4,E,52,E,NE,20,24,48,31,1013.3,1010.8,2,7,27.5,32.3,No,No
5/29/2017,Katherine,NA,33.5,0,NA,NA,ENE,52,E,ENE,15,26,NA,NA,1014.7,1012,NA,NA,NA,NA,No,No
5/29/2017,Uluru,12.7,22.2,0,NA,NA,E,37,E,ESE,19,13,59,34,1024.3,1021.7,8,8,13.9,21,No,No
5/30/2017,Albury,6,9.4,0.4,NA,NA,SSW,24,NE,ENE,7,7,96,100,1024.4,1022,8,7,6.7,9.3,No,Yes
5/30/2017,BadgerysCreek,-0.1,17.9,0.6,NA,NA,W,33,W,WSW,7,20,84,44,1023.3,1020.3,NA,NA,7.2,17.4,No,No
5/30/2017,Cobar,2.1,16.3,0,NA,NA,SSW,31,NNE,SW,7,15,61,46,1025.8,1024.5,NA,4,10.5,15.5,No,No
5/30/2017,CoffsHarbour,7.6,19.9,0.1,NA,NA,ESE,17,W,ENE,7,13,77,57,1023.6,1020.8,7,1,14.1,18.6,No,No
5/30/2017,Moree,2.9,16.5,0,NA,NA,W,30,NE,SW,6,17,79,30,1025.1,1022.7,NA,NA,9.1,16.2,No,No
5/30/2017,Newcastle,4.8,16.5,0,NA,NA,NA,NA,NW,NA,19,NA,47,NA,NA,NA,1,NA,9.5,NA,No,No
5/30/2017,NorahHead,7.3,16.5,0,NA,NA,NNW,19,NNW,WNW,7,6,60,49,1023.3,1020.5,NA,NA,11.3,15.6,No,No
5/30/2017,NorfolkIsland,13.6,22,0,NA,NA,WSW,35,WNW,W,13,15,66,90,1021.7,1019.6,NA,8,20.4,18.1,No,Yes
5/30/2017,Penrith,2.4,17.7,0,NA,NA,N,15,NA,NW,0,6,98,46,NA,NA,NA,NA,6.3,17.4,No,No
5/30/2017,Richmond,-0.4,18.3,0,2.6,NA,NNE,15,NE,NNE,6,7,85,43,1023.7,1020.4,NA,NA,6.3,16.8,No,No
5/30/2017,Sydney,7.1,17.1,0,3.4,9.7,WSW,39,W,WNW,17,17,60,37,1023.1,1020.1,1,6,9.7,16.7,No,No
5/30/2017,SydneyAirport,6.8,19,0,3.4,9.7,W,39,NW,NW,17,19,56,38,1023.2,1020.1,1,6,12,17.8,No,No
5/30/2017,WaggaWagga,-1.2,10.4,0,1.8,NA,WSW,28,ENE,ENE,9,9,92,86,1025,1022.5,8,8,4.9,10.1,No,No
5/30/2017,Williamtown,4.2,16.9,0,NA,NA,WNW,43,WNW,NW,19,28,64,39,1023.7,1020.5,NA,NA,9.4,16.4,No,No
5/30/2017,Wollongong,8.4,17.9,NA,NA,NA,W,39,W,SW,20,19,53,42,1021.7,1019.6,NA,NA,11.8,17.3,NA,NA
5/30/2017,Canberra,-4.5,12.6,0,NA,NA,NW,43,E,NW,7,31,87,63,1023.1,1021.4,NA,1,2,10.9,No,No
5/30/2017,Tuggeranong,-3.9,13.3,0,NA,NA,NW,37,E,WNW,2,19,84,58,1022.9,1020.6,NA,NA,2.1,11.3,No,No
5/30/2017,MountGinini,-4.1,0.3,1.8,NA,NA,W,46,WSW,WSW,20,15,99,99,NA,NA,NA,NA,-1.5,0.2,Yes,No
5/30/2017,Ballarat,5.5,8.9,2.4,NA,NA,SSW,50,SW,SSW,22,26,99,80,1022.2,1024.3,8,4,7.2,8.2,Yes,Yes
5/30/2017,Bendigo,4.6,12.1,3.6,NA,NA,SW,41,SSW,SSW,13,20,88,57,1021.8,1023.6,6,1,9.7,11.1,Yes,No
5/30/2017,Sale,4.4,12.5,0,NA,NA,NA,NA,WNW,WSW,19,19,63,86,1019,1021.5,NA,NA,12.5,10.3,No,Yes
5/30/2017,MelbourneAirport,8.8,13.4,0.4,2.6,4.6,N,52,W,SW,17,28,88,53,1021.7,1023.8,7,5,9.8,12,No,No
5/30/2017,Melbourne,9.3,13.1,2.2,2.6,4.6,S,50,W,SSW,11,15,84,54,1021.6,1023.6,7,5,10.9,12.9,Yes,Yes
5/30/2017,Mildura,7.6,15.6,0.2,1.8,4.9,SSW,39,WSW,SSW,20,17,94,51,1025.8,1026.5,8,5,11.6,13.9,No,No
5/30/2017,Nhil,5,13.2,1.4,NA,NA,SSW,43,WSW,SSW,17,28,88,52,1025.2,1026.5,NA,NA,9,12.8,Yes,No
5/30/2017,Portland,7.7,12.5,5.8,NA,NA,SW,61,SW,SSW,17,20,74,56,1024.5,1026.9,8,8,9.2,11.2,Yes,Yes
5/30/2017,Watsonia,7.2,12.6,1.8,2.6,4.6,N,48,WNW,SW,9,17,100,65,1021.6,1023.5,7,5,9.8,11.2,Yes,Yes
5/30/2017,Dartmoor,6.7,11.9,6.2,NA,NA,SSW,52,SW,SSW,4,20,83,65,1025,1027.2,NA,NA,8.7,10.9,Yes,Yes
5/30/2017,Brisbane,13,25.1,0,5.8,8.4,WSW,17,SW,WNW,4,4,54,43,1023.1,1019.8,2,2,17.5,24.5,No,No
5/30/2017,Cairns,19.6,28,0,NA,NA,SE,50,SSE,SE,24,33,64,56,1017.8,1016.1,4,8,24.7,26.6,No,No
5/30/2017,GoldCoast,13.8,23,0,NA,NA,SSE,33,SSE,SSE,26,19,68,65,1022.7,1020.1,NA,NA,19.9,21.7,No,No
5/30/2017,Townsville,18,27,0,5,NA,E,33,S,E,11,24,71,52,1019.2,1017.5,8,8,22.5,25.7,No,No
5/30/2017,Adelaide,9.7,15.1,16,NA,NA,S,35,S,SSE,7,11,71,40,1028.9,1029.3,NA,NA,12.2,14,Yes,No
5/30/2017,MountGambier,6.7,13.1,10.8,NA,NA,SW,57,SW,SSW,15,28,74,66,1026,1027.9,4,1,9.7,11.7,Yes,No
5/30/2017,Nuriootpa,9.3,13.8,2,1.9,6.5,WNW,35,SW,S,9,15,87,51,1028,1028.4,3,NA,10.3,12,Yes,No
5/30/2017,Woomera,10.5,18.1,0,4.2,NA,S,37,S,S,17,26,81,66,1028.7,1027.6,5,8,13.4,16.3,No,No
5/30/2017,Albany,9.5,20.2,0,NA,NA,NA,NA,SW,NA,4,NA,72,NA,1024.4,1020.4,7,NA,11.5,NA,No,No
5/30/2017,Witchcliffe,4.4,20.6,0.2,NA,NA,N,39,NA,NW,0,11,95,71,1022.4,1019.8,NA,NA,8.6,19.5,No,No
5/30/2017,PearceRAAF,12.2,25.9,0,NA,8.2,NA,NA,NNE,WNW,9,17,46,31,1022.9,1019.9,NA,NA,17.5,25,No,NA
5/30/2017,PerthAirport,11.4,25.4,0,3.6,8.2,ENE,37,NE,W,17,13,48,34,1023,1020.2,2,7,16.5,23.7,No,No
5/30/2017,Perth,9.3,24.9,0,3.6,8.2,NNE,28,NE,WSW,13,9,51,46,1022.8,1020.4,2,7,16.5,22.5,No,No
5/30/2017,SalmonGums,-0.1,18.4,0,NA,NA,N,30,N,N,19,13,64,44,NA,NA,NA,NA,12.4,18.2,No,No
5/30/2017,Walpole,7.4,19.7,0,NA,NA,NNE,28,NA,NA,0,0,68,61,1022.6,1019.4,NA,NA,12,19,No,No
5/30/2017,Hobart,7.9,9,2.4,1.6,0.8,SW,44,WSW,SW,13,20,74,62,1012,1017.8,8,7,8.6,8.4,Yes,Yes
5/30/2017,Launceston,2,14,12.2,NA,NA,NW,39,NW,SSE,9,20,86,58,NA,NA,8,NA,10,10.1,Yes,No
5/30/2017,AliceSprings,4.7,20.5,0,NA,NA,SE,54,ESE,SE,11,20,55,29,1026.7,1023.8,NA,NA,12.5,19.7,No,No
5/30/2017,Darwin,22.5,32.3,0,6.6,10.6,SE,48,ESE,E,20,24,52,25,1014.9,1011.7,6,1,25.3,31.7,No,No
5/30/2017,Katherine,17,31.5,0,12,NA,E,41,SE,ESE,20,15,69,NA,1017.4,1013.9,2,NA,21.7,NA,No,No
5/30/2017,Uluru,9.4,22.7,0,NA,NA,E,35,SE,E,13,17,62,32,1026.6,1023.6,8,4,11.8,22.3,No,No
5/31/2017,Albury,-0.4,13.3,5.2,NA,NA,E,13,NA,ESE,0,7,100,53,1031.2,1030.4,1,NA,2.9,12.3,Yes,No
5/31/2017,BadgerysCreek,6.5,15.7,0.4,NA,NA,SW,37,SW,S,13,20,81,42,1026.5,1026.4,NA,NA,11.2,14.5,No,No
5/31/2017,Cobar,3.6,13.5,0,NA,NA,SSW,35,S,S,13,20,78,34,1031,1029.5,NA,NA,7,13,No,No
5/31/2017,CoffsHarbour,7.2,19.4,0,NA,NA,SSW,43,WSW,SSW,20,17,54,44,1023.8,1021.7,NA,1,14.6,18.9,No,No
5/31/2017,Moree,1.8,16.4,0,NA,NA,SW,50,SW,SW,11,31,73,36,1027.2,1024.6,NA,NA,8.8,15.7,No,No
5/31/2017,Newcastle,6.6,16.8,0,NA,NA,NA,NA,NW,NA,9,NA,71,NA,NA,NA,2,NA,12.5,NA,No,Yes
5/31/2017,NorahHead,10,15.7,0,NA,NA,SSW,54,WSW,SSW,15,33,74,64,1024.8,1025.2,NA,NA,12.9,14.8,No,No
5/31/2017,NorfolkIsland,15.7,20.6,1.4,NA,NA,SE,24,SSW,SSE,15,13,69,67,1021.8,1018.7,6,NA,19.2,19.8,Yes,No
5/31/2017,Penrith,6.3,16.6,0,NA,NA,SW,33,S,SSW,11,15,90,41,NA,NA,NA,NA,11.4,16.2,No,NA
5/31/2017,Richmond,3.6,16.5,0,1.4,NA,SSW,33,S,SSW,13,20,83,41,1026.3,1026.1,8,4,11.9,15.6,No,No
5/31/2017,Sydney,9.7,16.3,0,3.4,7.8,SSW,52,SSW,SSW,20,28,58,43,1025.4,1026,6,4,13.4,15.9,No,No
5/31/2017,SydneyAirport,10.4,15.2,0.2,3.4,7.8,SSW,59,SSW,SSW,33,43,68,61,1025.5,1026,6,4,14.1,14.6,No,No
5/31/2017,WaggaWagga,-0.9,12.8,1,1,NA,SSE,33,N,SSW,7,24,92,46,1030.1,1029.7,NA,1,4.5,12,No,No
5/31/2017,Williamtown,8.1,17.4,0,NA,NA,SSW,44,WNW,SW,24,31,63,53,1024.8,1024.8,NA,6,13,14.5,No,Yes
5/31/2017,Wollongong,10,14.9,NA,NA,NA,SSW,56,SW,SW,24,33,58,46,1026.6,1027,6,1,11.5,14.3,NA,NA
5/31/2017,Canberra,-0.7,11,0,NA,NA,S,50,S,S,17,33,59,44,1028.2,1027.9,NA,NA,6.3,10.1,No,No
5/31/2017,Tuggeranong,1.9,10.7,0,NA,NA,S,41,S,S,15,17,58,46,1028.1,1027.9,NA,NA,6.1,9.9,No,No
5/31/2017,MountGinini,-5.9,4.1,0.4,NA,NA,S,43,SSE,S,15,11,96,83,NA,NA,NA,NA,-3.2,-0.5,No,No
5/31/2017,Ballarat,-3,9.5,2,NA,NA,S,39,S,S,9,19,100,76,1033.5,1033.2,NA,2,3,8.1,Yes,No
5/31/2017,Bendigo,1.1,12,0.2,NA,NA,S,31,SSW,S,11,13,74,60,1032.7,1032.6,NA,8,7.4,11,No,No
5/31/2017,Sale,4.2,13.1,3.6,NA,NA,NA,NA,W,W,20,17,84,80,1031.5,1031.8,NA,8,7.6,10.8,Yes,No
5/31/2017,MelbourneAirport,4.4,12.6,0.4,2,6.1,SSW,37,WSW,SSW,22,24,78,67,1033.2,1033.2,2,6,7.1,11.5,No,No
5/31/2017,Melbourne,6.7,13,5.4,2,6.1,SSW,31,WSW,SW,7,15,81,71,1033.5,1033.1,2,6,8,12.2,Yes,No
5/31/2017,Mildura,0.9,13.9,0,2.1,9,SE,30,SSW,SSE,11,17,92,44,1035,1033.8,0,2,4.1,13.3,No,No
5/31/2017,Nhil,1.5,13.3,0,NA,NA,SSE,41,SSW,S,6,17,94,54,1035.4,1034.4,NA,NA,4,12.3,No,No
5/31/2017,Portland,6.6,13.2,1.2,NA,NA,SSW,24,SSW,SW,11,13,68,74,1035,1034.8,8,8,10.8,11.4,Yes,No
5/31/2017,Watsonia,4.5,13.1,6.2,2,6.1,SSW,37,WNW,SSW,2,17,100,84,1033.4,1033.1,2,6,5.8,10.4,Yes,No
5/31/2017,Dartmoor,2.1,13.3,2.6,NA,NA,SSW,24,N,S,2,13,98,74,1035.5,1034.8,NA,NA,5.1,11.9,Yes,No
5/31/2017,Brisbane,11.2,22.4,0,1.8,10,WSW,28,WSW,WSW,9,6,38,26,1023.2,1020.6,5,2,16.1,22.3,No,No
5/31/2017,Cairns,22.2,28.7,0,NA,NA,SSE,48,S,SSE,26,24,72,68,1017.3,1015.3,NA,8,25.2,26.2,No,No
5/31/2017,GoldCoast,11.3,21.6,0,NA,NA,S,39,WNW,ESE,11,15,43,40,1022.7,1020.4,NA,NA,16.3,20.5,No,No
5/31/2017,Townsville,17,28,0,3.2,NA,ESE,35,NA,ESE,0,13,67,54,1019.8,1016.5,NA,1,23.2,28.1,No,No
5/31/2017,Adelaide,4.8,15,0,NA,NA,E,24,NA,E,0,11,68,40,1036.6,1035.2,NA,NA,9.4,14.4,No,No
5/31/2017,MountGambier,3.1,14,1,NA,NA,S,26,NA,S,0,13,93,74,1035.9,1035.4,NA,8,8,12,No,No
5/31/2017,Nuriootpa,-1,12.7,0.2,1.3,8.6,E,31,NE,ESE,6,15,85,47,1035.5,1034.5,1,NA,5.8,11.5,No,No
5/31/2017,Woomera,5.7,15.6,0,2.8,NA,E,30,ESE,ENE,20,13,69,38,1034.1,1032,0,NA,9.3,15.5,No,No
5/31/2017,Albany,10,21.8,0,NA,NA,NA,NA,WNW,NA,7,NA,87,NA,1021.7,1019.5,6,NA,10.5,NA,No,No
5/31/2017,Witchcliffe,8.3,21.2,0,NA,NA,W,31,N,NNW,9,17,100,66,1021.2,1019.3,NA,NA,14.7,19.8,No,No
5/31/2017,PearceRAAF,8.7,28,NA,NA,8,NNE,35,NNE,WSW,22,20,41,36,1022,1019.3,NA,NA,20.1,25.7,NA,No
5/31/2017,PerthAirport,7.7,25.7,0,3,8,NE,28,NE,W,7,15,56,33,1022,1019.7,7,1,16.1,24.9,No,No
5/31/2017,Perth,7.7,25.8,0,3,8,NNE,20,NA,W,0,11,96,34,1022,1019.7,7,1,12.2,24.6,No,No
5/31/2017,SalmonGums,5.1,22.8,0,NA,NA,N,35,N,NNE,19,9,55,35,NA,NA,NA,NA,14.6,22.4,No,No
5/31/2017,Walpole,12,21.4,0,NA,NA,NW,31,NA,NW,0,7,95,70,1020.6,1018.6,NA,NA,14.1,20.8,No,No
5/31/2017,Hobart,4.1,12.4,2.6,0,2.9,SW,43,NNW,WSW,15,9,73,55,1029,1028.4,3,7,6.6,11.5,Yes,No
5/31/2017,Launceston,-1.5,13.4,0.2,NA,NA,NW,13,NA,WNW,0,6,96,56,NA,NA,NA,7,1,11.9,No,No
5/31/2017,AliceSprings,2.2,19.2,0,NA,NA,ESE,48,SE,ESE,15,26,58,31,1029.2,1025.3,NA,NA,11.5,18.6,No,No
5/31/2017,Darwin,20.4,31.4,0.2,9.6,9.6,ESE,52,SE,SE,20,22,31,16,1015.7,1011.7,7,8,23.1,31.2,No,No
5/31/2017,Katherine,17.9,29.8,0,8,NA,ESE,43,SE,ESE,26,19,35,NA,1018.4,1014,6,NA,21.5,NA,No,No
5/31/2017,Uluru,5.4,20.5,0,NA,NA,E,46,E,E,20,28,56,32,1029.2,1025.3,NA,NA,11.1,20.2,No,No
6/1/2017,Albury,-1.1,14.5,0,NA,NA,W,15,NA,SSE,0,6,90,48,1036.5,1034.3,1,NA,3.3,12.7,No,No
6/1/2017,BadgerysCreek,5.8,17.1,0,NA,NA,SW,37,SW,WSW,19,13,55,44,1033.4,1031.3,NA,NA,11.4,16.6,No,No
6/1/2017,Cobar,0.3,16.8,0,NA,NA,ESE,28,SE,SE,9,11,69,27,1034.5,1031.9,NA,NA,8.1,16.2,No,No
6/1/2017,CoffsHarbour,11.4,19.1,0,NA,NA,SSW,44,SW,SSW,24,28,59,53,1029.3,1027.9,NA,4,15.2,18.6,No,No
6/1/2017,Moree,1.5,18.2,0,NA,NA,S,30,NE,SSW,7,17,66,45,1031.7,1028.4,NA,NA,8.9,17.9,No,No
6/1/2017,Newcastle,8.7,17.2,1.6,NA,NA,NA,NA,SW,NA,9,NA,59,NA,NA,NA,1,NA,12.6,NA,Yes,No
6/1/2017,NorahHead,9.9,16.1,1,NA,NA,SSW,44,WSW,SSW,17,22,60,58,1031.8,1030.5,NA,NA,12.4,15.8,No,No
6/1/2017,NorfolkIsland,14.4,20.3,0.4,NA,NA,SW,52,NNE,SW,17,26,88,76,1016.6,1013.2,8,8,17.3,19.1,No,Yes
6/1/2017,Penrith,6.7,17.4,NA,NA,NA,SW,35,SSW,SSW,17,11,48,41,NA,NA,NA,NA,13.2,17,NA,No
6/1/2017,Richmond,1.9,17.5,0,NA,NA,SSW,35,NA,SSW,0,17,77,42,1033.3,1031.4,NA,NA,10.4,16.6,No,No
6/1/2017,Sydney,8,18.3,0,4.8,9.7,WSW,43,W,SSW,28,26,54,39,1032.8,1031.2,1,1,10.3,17.8,No,No
6/1/2017,SydneyAirport,7.9,16.1,0,4.8,9.7,W,46,W,SSW,24,30,57,57,1032.7,1031.2,1,1,11.4,15.8,No,No
6/1/2017,WaggaWagga,-2.8,13.9,0,NA,NA,SSE,22,ENE,SSW,7,4,78,46,1035.9,1033.7,NA,NA,4.2,12.8,No,No
6/1/2017,Williamtown,7.6,17.4,2.6,NA,NA,SSW,46,W,SSW,17,28,61,53,1031.9,1030.5,NA,NA,12.5,16.5,Yes,No
6/1/2017,Wollongong,10.3,16.4,NA,NA,NA,S,43,SW,S,26,31,49,50,1032.9,1031.7,NA,NA,12.9,15.7,NA,NA
6/1/2017,Canberra,-4.2,13,0,NA,NA,SSE,33,N,NW,6,9,70,39,1034.9,1033,NA,NA,5.4,12.4,No,No
6/1/2017,Tuggeranong,-3.6,13.2,0,NA,NA,S,30,SW,SSE,6,2,75,42,1034.7,1032.9,NA,NA,4.6,12.5,No,No
6/1/2017,MountGinini,-3.7,5,0,NA,NA,S,41,S,SSW,17,6,23,50,NA,NA,NA,NA,3.9,4.4,No,No
6/1/2017,Ballarat,3,10.7,0,NA,NA,S,31,S,SSE,11,20,100,68,1037.7,1036.3,8,5,5.9,9.7,No,No
